YEAR,STATE,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,lat,lng,HEART_DISEASE_RATE,HEART_DISEASE_DEATHS,OVERDOSE_RATE,OVERDOSE_DEATHS,SREOKE_RATE,STROKE_DEATHS,CANCER_RATE,CANCER_DEATHS
2014,AL,Cigarette Use (Youth),Smoking Status,1.8,0.4,1379.0,Overall,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,49.4,3.3,644.0,Male,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,24.4,2.3,580.0,Male,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,1.6,0.7,752.0,Female,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,5.9,1.1,1274.0,Overall,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,20.9,2.7,656.0,Male,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,8.0,1.5,752.0,Female,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,25.3,2.4,717.0,Female,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,39.6,2.4,613.0,Female,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,1.9,0.7,626.0,Male,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,14.5,1.7,618.0,Female,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,4.7,0.8,618.0,Female,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,6.4,0.8,1379.0,Overall,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,17.7,1.7,1274.0,Overall,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,44.5,2.5,1257.0,Overall,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Cigarette Use (Youth),Smoking Status,24.9,2.0,1298.0,Overall,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,1.5,0.4,1395.0,Overall,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,16.0,1.6,1404.0,Overall,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,17.5,2.2,660.0,Male,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,619.0,Female,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,9.3,1.7,660.0,Male,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,9.7,1.3,1279.0,Overall,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,2.9,0.7,634.0,Male,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,4.8,0.9,1279.0,Overall,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,760.0,Female,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,9.7,1.2,763.0,Female,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,33.1,3.0,662.0,Male,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,1.6,0.6,619.0,Female,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,9.9,1.9,634.0,Male,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,3.3,0.5,760.0,Female,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,6.7,1.0,1395.0,Overall,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,22.1,2.8,641.0,Male,Middle School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,7.9,1.1,627.0,Female,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,AL,Smokeless Tobacco Use (Youth),User Status,20.6,1.9,1289.0,Overall,High School,32.840571122, -86.631860762,224.0,"12,461",15.2,723.0,48.3,"2,663",177.6,"10,286"
2014,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,50.0,4.1,202.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,35.7,6.4,55.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48.9,5.7,109.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cessation (Youth),Percent of Current Smokers Who Want to Quit,51.6,6.2,90.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,3.4,0.6,1161.0,Male,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,13.7,1.1,1125.0,Male,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,0.5,0.3,2272.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,12.3,1.5,965.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,2.0,0.4,1094.0,Female,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,10.1,1.1,1033.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,35.0,2.6,950.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,14.2,1.1,2218.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,3.7,0.5,2004.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,0.5,0.2,1094.0,Female,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,31.1,1.7,1018.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,11.3,1.1,2004.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,14.9,1.7,1079.0,Female,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,0.6,0.4,1161.0,Male,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,2.7,0.4,2272.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,4.4,0.8,965.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,33.1,1.8,1973.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Cigarette Use (Youth),Smoking Status,2.9,0.6,1033.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,4.6,0.7,1159.0,Male,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,0.4,0.1,2263.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,8.6,1.5,952.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,2.3,0.5,1109.0,Female,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,1.5,0.5,1098.0,Female,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,0.5,0.2,1032.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,4.0,0.7,1038.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,10.0,1.1,2011.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,1098.0,Female,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,0.6,0.2,1147.0,Male,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,1.6,0.4,1989.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,3.6,0.5,2286.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,16.0,1.9,968.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,1.9,0.3,2263.0,Overall,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,4.8,0.8,1989.0,Overall,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,2.1,0.4,1147.0,Male,Middle School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,1.0,0.3,1032.0,Female,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,DE,Smokeless Tobacco Use (Youth),User Status,2.7,0.7,952.0,Male,High School,39.008830667, -75.577741168,168.7,"1,921",20.9,189.0,38.8,439,167.3,"1,972"
2014,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,46.6,4.6,79.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,38.6,4.4,90.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cessation (Youth),Percent of Current Smokers Who Want to Quit,42.8,3.9,170.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,59.0,4.2,90.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.8,2.7,185.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,54.0,3.9,94.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,4.1,0.6,2235.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,3.5,0.9,1095.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,10.4,1.3,1095.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,0.3,0.2,1006.0,Male,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,1.6,0.5,1947.0,Overall,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,1.1,0.5,1006.0,Male,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,9.9,1.4,965.0,Male,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,4.7,0.9,1130.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,29.8,1.7,1077.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,31.4,1.2,2189.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,32.8,1.7,1102.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,0.5,0.3,937.0,Female,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,10.8,1.2,1130.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,2.3,0.7,937.0,Female,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,0.4,0.2,1947.0,Overall,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,9.1,1.4,1880.0,Overall,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,8.3,1.8,912.0,Female,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Cigarette Use (Youth),Smoking Status,10.6,0.9,2235.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,4.1,0.9,1008.0,Male,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,2.5,0.6,2241.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,21.6,2.1,1128.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,4.5,1.2,1134.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,1955.0,Overall,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,14.1,1.4,2229.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,10.7,1.7,1134.0,Male,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,6.5,1.1,1091.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,0.5,0.3,1097.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,3.3,0.5,1951.0,Overall,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,1.6,0.6,1007.0,Male,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,941.0,Female,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,0.3,0.2,1007.0,Male,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,1.1,0.3,1955.0,Overall,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,6.2,0.9,2241.0,Overall,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,2.4,0.5,936.0,Female,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,1.5,0.4,1097.0,Female,High School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MN,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,941.0,Female,Middle School,46.355648736, -94.794200503,116.5,"7,659",9.6,517.0,34.0,"2,202",152.6,"9,649"
2014,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,54.9,5.8,80.0,Male,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48.7,4.4,145.0,Overall,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.0,6.0,62.0,Female,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,78.2,7.6,56.0,Overall,Middle School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,63.0,5.3,66.0,Female,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,68.5,3.4,161.0,Overall,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,72.0,5.1,92.0,Male,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,0.8,0.4,673.0,Male,Middle School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,0.6,0.3,1395.0,Overall,Middle School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,19.3,2.4,1293.0,Overall,Middle School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,41.0,2.5,758.0,Male,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,4.2,0.9,1613.0,Overall,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,3.8,1.1,820.0,Female,High School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
2014,MS,Cigarette Use (Youth),Smoking Status,6.2,1.2,673.0,Male,Middle School,32.745510099, -89.538030825,229.9,"7,538",11.6,336.0,48.8,"1,584",193.1,"6,534"
